customer_id,recency,frequency,monetary,cluster,segment,customer_name,diet_profile,city
626,52,2,232.0,1,New / Occasional,Bhavana Kumar 726,Pure Veg,Chennai
627,196,1,365.0,0,At Risk / Churning,Ramesh Swaminathan 727,Pure Veg,Chennai
628,3,7,3611.1,1,New / Occasional,Lakshmi Babu 728,Flexitarian,Chennai
629,37,10,5133.1,1,New / Occasional,Vijay Natarajan 729,Flexitarian,Chennai
630,131,2,570.81,0,At Risk / Churning,Ananya Mudaliar 730,Flexitarian,Chennai
631,232,2,570.0,0,At Risk / Churning,Suresh Kumar 731,Flexitarian,Chennai
632,30,6,3240.22,1,New / Occasional,Divya Swaminathan 732,Flexitarian,Chennai
633,139,4,1710.2,0,At Risk / Churning,Ganesh Babu 733,Flexitarian,Chennai
634,187,3,744.85,0,At Risk / Churning,Meena Natarajan 734,Flexitarian,Chennai
635,29,3,2007.0,1,New / Occasional,Rajesh Mudaliar 735,Pure Veg,Chennai
636,196,3,963.0,0,At Risk / Churning,Kavitha Kumar 736,Pure Veg,Chennai
637,2,8,4682.07,1,New / Occasional,Venkatesh Swaminathan 737,Flexitarian,Chennai
638,18,11,6243.11,1,New / Occasional,Nandhini Babu 738,Flexitarian,Chennai
639,159,2,613.3,0,At Risk / Churning,Santhosh Natarajan 739,Flexitarian,Chennai
640,14,14,5520.26,1,New / Occasional,Swetha Mudaliar 740,Flexitarian,Chennai
641,75,4,1720.4,1,New / Occasional,Aravind Kumar 741,Flexitarian,Chennai
642,43,4,1420.24,1,New / Occasional,Priya Swaminathan 742,Flexitarian,Chennai
643,26,13,5234.9,1,New / Occasional,Karthik Babu 743,Flexitarian,Chennai
644,97,5,1419.41,1,New / Occasional,Deepa Natarajan 744,Flexitarian,Chennai
645,171,1,270.0,0,At Risk / Churning,Siddharth Mudaliar 745,Pure Veg,Chennai
646,21,22,12437.77,1,New / Occasional,Bhavana Kumar 746,Flexitarian,Chennai
647,9,12,5195.34,1,New / Occasional,Ramesh Swaminathan 747,Flexitarian,Chennai
648,222,2,690.6,0,At Risk / Churning,Lakshmi Babu 748,Flexitarian,Chennai
649,3,7,2780.11,1,New / Occasional,Vijay Natarajan 749,Flexitarian,Chennai
650,30,5,1890.85,1,New / Occasional,Ananya Mudaliar 750,Flexitarian,Chennai
651,22,5,2012.0,1,New / Occasional,Suresh Kumar 751,Flexitarian,Chennai
652,3,14,7706.44,1,New / Occasional,Divya Swaminathan 752,Flexitarian,Chennai
653,6,8,3286.45,1,New / Occasional,Ganesh Babu 753,Flexitarian,Chennai
654,179,1,702.0,0,At Risk / Churning,Meena Natarajan 754,Flexitarian,Chennai
655,4,3,1327.5,1,New / Occasional,Rajesh Mudaliar 755,Flexitarian,Chennai
656,86,3,1385.05,1,New / Occasional,Kavitha Kumar 756,Flexitarian,Chennai
657,326,1,378.9,0,At Risk / Churning,Venkatesh Swaminathan 757,Pure Veg,Chennai
658,103,4,1770.0,1,New / Occasional,Nandhini Babu 758,Pure Veg,Chennai
659,30,7,2686.95,1,New / Occasional,Santhosh Natarajan 759,Flexitarian,Chennai
660,6,11,4863.1,1,New / Occasional,Swetha Mudaliar 760,Flexitarian,Chennai
661,112,4,2480.2,1,New / Occasional,Aravind Kumar 761,Pure Veg,Chennai
662,12,10,5870.55,1,New / Occasional,Priya Swaminathan 762,Flexitarian,Chennai
663,271,1,261.2,0,At Risk / Churning,Karthik Babu 763,Pure Veg,Chennai
664,95,9,3637.4,1,New / Occasional,Deepa Natarajan 764,Flexitarian,Chennai
665,189,1,368.1,0,At Risk / Churning,Siddharth Mudaliar 765,Pure Veg,Chennai
666,141,1,244.2,0,At Risk / Churning,Bhavana Kumar 766,Pure Veg,Chennai
667,22,5,2026.5,1,New / Occasional,Ramesh Swaminathan 767,Flexitarian,Chennai
668,184,1,364.5,0,At Risk / Churning,Lakshmi Babu 768,Pure Veg,Chennai
669,52,3,1441.0,1,New / Occasional,Vijay Natarajan 769,Flexitarian,Chennai
670,155,6,4254.46,0,At Risk / Churning,Ananya Mudaliar 770,Flexitarian,Chennai
671,92,4,1715.75,1,New / Occasional,Suresh Kumar 771,Flexitarian,Chennai
672,136,3,1513.45,0,At Risk / Churning,Divya Swaminathan 772,Non-Veg Enthusiast,Chennai
673,55,3,880.0,1,New / Occasional,Ganesh Babu 773,Flexitarian,Chennai
674,238,2,813.3,0,At Risk / Churning,Meena Natarajan 774,Flexitarian,Chennai
675,230,1,400.0,0,At Risk / Churning,Rajesh Mudaliar 775,Pure Veg,Chennai
676,33,12,8244.08,1,New / Occasional,Kavitha Kumar 776,Flexitarian,Chennai
677,6,7,3848.3,1,New / Occasional,Venkatesh Swaminathan 777,Flexitarian,Chennai
678,77,2,897.1,1,New / Occasional,Nandhini Babu 778,Flexitarian,Chennai
679,42,3,1390.65,1,New / Occasional,Santhosh Natarajan 779,Flexitarian,Chennai
680,30,19,9579.42,1,New / Occasional,Swetha Mudaliar 780,Flexitarian,Chennai
681,38,2,548.5,1,New / Occasional,Aravind Kumar 781,Pure Veg,Chennai
682,360,1,330.0,0,At Risk / Churning,Priya Swaminathan 782,Pure Veg,Chennai
683,24,4,1845.1,1,New / Occasional,Karthik Babu 783,Flexitarian,Chennai
684,29,2,723.0,1,New / Occasional,Deepa Natarajan 784,Flexitarian,Chennai
685,20,7,3192.83,1,New / Occasional,Siddharth Mudaliar 785,Flexitarian,Chennai
686,13,18,8478.2,1,New / Occasional,Bhavana Kumar 786,Flexitarian,Chennai
687,46,9,5469.81,1,New / Occasional,Ramesh Swaminathan 787,Flexitarian,Chennai
688,60,2,1362.6,1,New / Occasional,Lakshmi Babu 788,Flexitarian,Chennai
689,3,22,9822.69,1,New / Occasional,Vijay Natarajan 789,Flexitarian,Chennai
690,132,7,2199.4,1,New / Occasional,Ananya Mudaliar 790,Flexitarian,Chennai
691,44,7,4103.15,1,New / Occasional,Suresh Kumar 791,Flexitarian,Chennai
692,44,2,771.0,1,New / Occasional,Divya Swaminathan 792,Flexitarian,Chennai
693,6,2,913.5,1,New / Occasional,Ganesh Babu 793,Flexitarian,Chennai
694,63,2,1183.5,1,New / Occasional,Meena Natarajan 794,Flexitarian,Chennai
695,11,25,12098.09,1,New / Occasional,Rajesh Mudaliar 795,Flexitarian,Chennai
696,5,10,4090.52,1,New / Occasional,Kavitha Kumar 796,Flexitarian,Chennai
697,76,2,699.02,1,New / Occasional,Venkatesh Swaminathan 797,Pure Veg,Chennai
698,266,1,513.0,0,At Risk / Churning,Nandhini Babu 798,Pure Veg,Chennai
699,19,47,21808.83,3,Steady Regulars,Santhosh Natarajan 799,Flexitarian,Chennai
700,4,14,6185.25,1,New / Occasional,Swetha Mudaliar 800,Flexitarian,Chennai
701,74,2,692.4,1,New / Occasional,Aravind Kumar 801,Flexitarian,Chennai
702,2,14,5618.04,1,New / Occasional,Priya Swaminathan 802,Flexitarian,Chennai
703,78,7,4442.83,1,New / Occasional,Karthik Babu 803,Flexitarian,Chennai
704,288,1,200.0,0,At Risk / Churning,Deepa Natarajan 804,Pure Veg,Chennai
705,11,5,2638.32,1,New / Occasional,Siddharth Mudaliar 805,Flexitarian,Chennai
706,166,1,371.0,0,At Risk / Churning,Bhavana Kumar 806,Pure Veg,Chennai
707,227,1,318.0,0,At Risk / Churning,Ramesh Swaminathan 807,Pure Veg,Chennai
708,16,9,3061.32,1,New / Occasional,Lakshmi Babu 808,Flexitarian,Chennai
709,119,1,666.0,1,New / Occasional,Vijay Natarajan 809,Pure Veg,Chennai
710,211,1,295.0,0,At Risk / Churning,Ananya Mudaliar 810,Flexitarian,Chennai
711,341,3,1070.0,0,At Risk / Churning,Suresh Kumar 811,Flexitarian,Chennai
712,107,18,7823.6,1,New / Occasional,Divya Swaminathan 812,Flexitarian,Chennai
713,173,2,637.0,0,At Risk / Churning,Ganesh Babu 813,Flexitarian,Chennai
714,256,1,423.0,0,At Risk / Churning,Meena Natarajan 814,Pure Veg,Chennai
715,43,7,2818.3,1,New / Occasional,Rajesh Mudaliar 815,Flexitarian,Chennai
716,79,2,1377.0,1,New / Occasional,Kavitha Kumar 816,Pure Veg,Chennai
717,137,1,183.0,0,At Risk / Churning,Venkatesh Swaminathan 817,Pure Veg,Chennai
718,86,2,1714.5,1,New / Occasional,Nandhini Babu 818,Pure Veg,Chennai
719,176,1,594.0,0,At Risk / Churning,Santhosh Natarajan 819,Pure Veg,Chennai
720,55,4,1172.7,1,New / Occasional,Swetha Mudaliar 820,Flexitarian,Chennai
721,54,2,489.0,1,New / Occasional,Aravind Kumar 821,Flexitarian,Chennai
722,79,8,2561.1,1,New / Occasional,Priya Swaminathan 822,Flexitarian,Chennai
723,39,22,11983.75,1,New / Occasional,Karthik Babu 823,Flexitarian,Chennai
724,315,2,1548.9,0,At Risk / Churning,Deepa Natarajan 824,Flexitarian,Chennai
725,163,2,791.3,0,At Risk / Churning,Siddharth Mudaliar 825,Pure Veg,Chennai
726,143,6,2269.35,0,At Risk / Churning,Bhavana Kumar 826,Flexitarian,Chennai
727,55,1,1044.0,1,New / Occasional,Ramesh Swaminathan 827,Pure Veg,Chennai
728,130,6,3756.4,1,New / Occasional,Lakshmi Babu 828,Flexitarian,Chennai
729,37,2,844.1,1,New / Occasional,Vijay Natarajan 829,Flexitarian,Chennai
730,12,29,12730.15,3,Steady Regulars,Ananya Mudaliar 830,Flexitarian,Chennai
731,102,2,783.0,1,New / Occasional,Suresh Kumar 831,Flexitarian,Chennai
732,222,1,223.0,0,At Risk / Churning,Divya Swaminathan 832,Flexitarian,Chennai
733,8,105,50066.26,3,Steady Regulars,Ganesh Babu 833,Flexitarian,Chennai
734,129,5,3254.25,1,New / Occasional,Meena Natarajan 834,Flexitarian,Chennai
735,105,1,882.0,1,New / Occasional,Rajesh Mudaliar 835,Pure Veg,Chennai
736,188,2,816.3,0,At Risk / Churning,Kavitha Kumar 836,Flexitarian,Chennai
737,81,6,3039.8,1,New / Occasional,Venkatesh Swaminathan 837,Pure Veg,Chennai
738,219,2,536.0,0,At Risk / Churning,Nandhini Babu 838,Pure Veg,Chennai
739,21,13,5254.39,1,New / Occasional,Santhosh Natarajan 839,Flexitarian,Chennai
740,120,4,3075.0,1,New / Occasional,Swetha Mudaliar 840,Flexitarian,Chennai
741,244,1,517.5,0,At Risk / Churning,Aravind Kumar 841,Flexitarian,Chennai
742,269,2,1284.65,0,At Risk / Churning,Priya Swaminathan 842,Pure Veg,Chennai
743,62,3,1386.65,1,New / Occasional,Karthik Babu 843,Flexitarian,Chennai
744,205,1,829.8,0,At Risk / Churning,Deepa Natarajan 844,Flexitarian,Chennai
745,49,7,2730.1,1,New / Occasional,Siddharth Mudaliar 845,Flexitarian,Chennai
746,5,4,2745.9,1,New / Occasional,Bhavana Kumar 846,Flexitarian,Chennai
747,12,2,1661.0,1,New / Occasional,Ramesh Swaminathan 847,Pure Veg,Chennai
748,59,5,3780.9,1,New / Occasional,Lakshmi Babu 848,Flexitarian,Chennai
749,7,2,846.0,1,New / Occasional,Vijay Natarajan 849,Flexitarian,Chennai
750,112,2,502.3,1,New / Occasional,Ananya Mudaliar 850,Pure Veg,Chennai
751,15,2,647.0,1,New / Occasional,Suresh Kumar 851,Flexitarian,Chennai
752,4,15,6780.8,1,New / Occasional,Divya Swaminathan 852,Flexitarian,Chennai
753,17,16,7490.81,1,New / Occasional,Ganesh Babu 853,Flexitarian,Chennai
754,244,1,384.3,0,At Risk / Churning,Meena Natarajan 854,Pure Veg,Chennai
755,134,3,2078.15,0,At Risk / Churning,Rajesh Mudaliar 855,Flexitarian,Chennai
756,220,2,1629.9,0,At Risk / Churning,Kavitha Kumar 856,Pure Veg,Chennai
757,53,2,604.0,1,New / Occasional,Venkatesh Swaminathan 857,Flexitarian,Chennai
758,4,4,2643.3,1,New / Occasional,Nandhini Babu 858,Flexitarian,Chennai
759,17,3,1765.5,1,New / Occasional,Santhosh Natarajan 859,Pure Veg,Chennai
760,163,3,715.0,0,At Risk / Churning,Swetha Mudaliar 860,Flexitarian,Chennai
761,343,1,210.0,0,At Risk / Churning,Aravind Kumar 861,Pure Veg,Chennai
762,124,5,3384.18,1,New / Occasional,Priya Swaminathan 862,Flexitarian,Chennai
763,22,4,2394.0,1,New / Occasional,Karthik Babu 863,Flexitarian,Chennai
764,181,6,3698.6,0,At Risk / Churning,Deepa Natarajan 864,Flexitarian,Chennai
765,36,6,3969.8,1,New / Occasional,Siddharth Mudaliar 865,Flexitarian,Chennai
766,95,1,714.0,1,New / Occasional,Bhavana Kumar 866,Pure Veg,Chennai
767,43,2,1262.01,1,New / Occasional,Ramesh Swaminathan 867,Flexitarian,Chennai
768,107,4,3057.3,1,New / Occasional,Lakshmi Babu 868,Flexitarian,Chennai
769,75,4,1664.0,1,New / Occasional,Vijay Natarajan 869,Flexitarian,Chennai
770,26,17,8319.1,1,New / Occasional,Ananya Mudaliar 870,Flexitarian,Chennai
771,8,16,9654.67,1,New / Occasional,Suresh Kumar 871,Flexitarian,Chennai
772,16,2,760.0,1,New / Occasional,Divya Swaminathan 872,Flexitarian,Chennai
773,21,6,1972.5,1,New / Occasional,Ganesh Babu 873,Flexitarian,Chennai
774,137,4,1376.05,0,At Risk / Churning,Meena Natarajan 874,Flexitarian,Chennai
775,35,17,7774.9,1,New / Occasional,Rajesh Mudaliar 875,Flexitarian,Chennai
776,315,1,432.0,0,At Risk / Churning,Kavitha Kumar 876,Pure Veg,Chennai
777,312,1,1445.34,0,At Risk / Churning,Venkatesh Swaminathan 877,Flexitarian,Chennai
778,243,1,661.5,0,At Risk / Churning,Nandhini Babu 878,Pure Veg,Chennai
779,26,1,484.2,1,New / Occasional,Santhosh Natarajan 879,Flexitarian,Chennai
780,129,4,2120.0,1,New / Occasional,Swetha Mudaliar 880,Flexitarian,Chennai
781,71,4,1374.6,1,New / Occasional,Aravind Kumar 881,Flexitarian,Chennai
782,16,14,6124.96,1,New / Occasional,Priya Swaminathan 882,Flexitarian,Chennai
783,184,6,1699.2,0,At Risk / Churning,Karthik Babu 883,Pure Veg,Chennai
784,36,4,1504.5,1,New / Occasional,Deepa Natarajan 884,Flexitarian,Chennai
785,172,6,1732.1,0,At Risk / Churning,Siddharth Mudaliar 885,Flexitarian,Chennai
786,30,5,2977.2,1,New / Occasional,Bhavana Kumar 886,Flexitarian,Chennai
787,135,5,2791.5,1,New / Occasional,Ramesh Swaminathan 887,Flexitarian,Chennai
788,121,3,934.1,1,New / Occasional,Lakshmi Babu 888,Pure Veg,Chennai
789,66,4,1939.1,1,New / Occasional,Vijay Natarajan 889,Flexitarian,Chennai
790,60,1,237.0,1,New / Occasional,Ananya Mudaliar 890,Pure Veg,Chennai
791,85,14,6948.1,1,New / Occasional,Suresh Kumar 891,Flexitarian,Chennai
792,8,8,3186.65,1,New / Occasional,Divya Swaminathan 892,Flexitarian,Chennai
793,12,11,6210.02,1,New / Occasional,Ganesh Babu 893,Flexitarian,Chennai
794,6,17,10264.27,1,New / Occasional,Meena Natarajan 894,Flexitarian,Chennai
795,73,5,2343.0,1,New / Occasional,Rajesh Mudaliar 895,Flexitarian,Chennai
796,81,4,3319.15,1,New / Occasional,Kavitha Kumar 896,Flexitarian,Chennai
797,58,1,396.0,1,New / Occasional,Venkatesh Swaminathan 897,Pure Veg,Chennai
798,86,5,2558.36,1,New / Occasional,Nandhini Babu 898,Flexitarian,Chennai
799,97,4,2238.35,1,New / Occasional,Santhosh Natarajan 899,Pure Veg,Chennai
800,133,4,1790.65,1,New / Occasional,Swetha Mudaliar 900,Pure Veg,Chennai
801,23,11,6593.5,1,New / Occasional,Aravind Kumar 901,Flexitarian,Chennai
802,14,38,20850.72,3,Steady Regulars,Priya Swaminathan 902,Flexitarian,Chennai
803,42,3,2341.4,1,New / Occasional,Karthik Babu 903,Pure Veg,Chennai
804,10,3,1233.0,1,New / Occasional,Deepa Natarajan 904,Pure Veg,Chennai
805,24,20,9874.64,1,New / Occasional,Siddharth Mudaliar 905,Flexitarian,Chennai
806,200,2,583.32,0,At Risk / Churning,Bhavana Kumar 906,Flexitarian,Chennai
807,11,3,1410.9,1,New / Occasional,Ramesh Swaminathan 907,Flexitarian,Chennai
808,140,2,577.85,0,At Risk / Churning,Lakshmi Babu 908,Pure Veg,Chennai
809,27,2,1176.5,1,New / Occasional,Vijay Natarajan 909,Flexitarian,Chennai
810,50,5,3227.65,1,New / Occasional,Ananya Mudaliar 910,Flexitarian,Chennai
811,80,9,4810.0,1,New / Occasional,Suresh Kumar 911,Flexitarian,Chennai
812,124,2,1230.9,1,New / Occasional,Divya Swaminathan 912,Pure Veg,Chennai
813,32,10,4171.9,1,New / Occasional,Ganesh Babu 913,Flexitarian,Chennai
814,7,13,5630.55,1,New / Occasional,Meena Natarajan 914,Flexitarian,Chennai
815,33,5,1647.5,1,New / Occasional,Rajesh Mudaliar 915,Flexitarian,Chennai
816,74,4,1706.44,1,New / Occasional,Kavitha Kumar 916,Flexitarian,Chennai
817,10,6,2989.85,1,New / Occasional,Venkatesh Swaminathan 917,Flexitarian,Chennai
818,23,14,7602.03,1,New / Occasional,Nandhini Babu 918,Flexitarian,Chennai
819,43,3,595.0,1,New / Occasional,Santhosh Natarajan 919,Pure Veg,Chennai
820,80,1,482.4,1,New / Occasional,Swetha Mudaliar 920,Non-Veg Enthusiast,Chennai
821,135,4,1937.14,0,At Risk / Churning,Aravind Kumar 921,Flexitarian,Chennai
822,51,5,3508.2,1,New / Occasional,Priya Swaminathan 922,Pure Veg,Chennai
823,108,3,1478.7,1,New / Occasional,Karthik Babu 923,Pure Veg,Chennai
824,175,3,995.5,0,At Risk / Churning,Deepa Natarajan 924,Pure Veg,Chennai
825,145,4,1435.7,0,At Risk / Churning,Siddharth Mudaliar 925,Flexitarian,Chennai
826,30,5,2120.5,1,New / Occasional,Bhavana Kumar 926,Flexitarian,Chennai
827,85,10,5082.44,1,New / Occasional,Ramesh Swaminathan 927,Flexitarian,Chennai
828,69,3,1665.85,1,New / Occasional,Lakshmi Babu 928,Flexitarian,Chennai
829,3,3,1097.0,1,New / Occasional,Vijay Natarajan 929,Pure Veg,Chennai
830,89,1,397.0,1,New / Occasional,Ananya Mudaliar 930,Pure Veg,Chennai
831,5,5,2173.9,1,New / Occasional,Suresh Kumar 931,Flexitarian,Chennai
832,17,17,8772.26,1,New / Occasional,Divya Swaminathan 932,Flexitarian,Chennai
833,31,8,3482.5,1,New / Occasional,Ganesh Babu 933,Flexitarian,Chennai
834,11,2,802.0,1,New / Occasional,Meena Natarajan 934,Flexitarian,Chennai
835,56,2,681.0,1,New / Occasional,Rajesh Mudaliar 935,Flexitarian,Chennai
836,63,5,4881.36,1,New / Occasional,Kavitha Kumar 936,Flexitarian,Chennai
837,55,3,1077.15,1,New / Occasional,Venkatesh Swaminathan 937,Flexitarian,Chennai
838,6,6,3094.1,1,New / Occasional,Nandhini Babu 938,Flexitarian,Chennai
839,15,2,1008.5,1,New / Occasional,Santhosh Natarajan 939,Pure Veg,Chennai
840,64,9,5878.79,1,New / Occasional,Swetha Mudaliar 940,Flexitarian,Chennai
841,16,2,566.0,1,New / Occasional,Aravind Kumar 941,Pure Veg,Chennai
842,7,7,2929.8,1,New / Occasional,Priya Swaminathan 942,Flexitarian,Chennai
843,277,1,57.88,0,At Risk / Churning,Karthik Babu 943,Pure Veg,Chennai
844,30,2,1637.1,1,New / Occasional,Deepa Natarajan 944,Pure Veg,Chennai
845,163,2,670.0,0,At Risk / Churning,Siddharth Mudaliar 945,Flexitarian,Chennai
846,234,1,846.0,0,At Risk / Churning,Bhavana Kumar 946,Pure Veg,Chennai
847,31,11,4407.04,1,New / Occasional,Ramesh Swaminathan 947,Flexitarian,Chennai
848,19,11,4551.7,1,New / Occasional,Lakshmi Babu 948,Flexitarian,Chennai
849,160,4,2969.67,0,At Risk / Churning,Vijay Natarajan 949,Flexitarian,Chennai
850,136,2,740.25,0,At Risk / Churning,Ananya Mudaliar 950,Pure Veg,Chennai
851,209,3,890.0,0,At Risk / Churning,Suresh Kumar 951,Pure Veg,Chennai
852,22,3,1829.2,1,New / Occasional,Divya Swaminathan 952,Flexitarian,Chennai
853,179,1,399.0,0,At Risk / Churning,Ganesh Babu 953,Pure Veg,Chennai
854,6,16,8106.3,1,New / Occasional,Meena Natarajan 954,Flexitarian,Chennai
855,282,1,258.0,0,At Risk / Churning,Rajesh Mudaliar 955,Flexitarian,Chennai
856,16,19,9589.77,1,New / Occasional,Kavitha Kumar 956,Flexitarian,Chennai
857,200,4,1157.1,0,At Risk / Churning,Venkatesh Swaminathan 957,Flexitarian,Chennai
858,204,1,215.0,0,At Risk / Churning,Nandhini Babu 958,Pure Veg,Chennai
859,8,3,1380.2,1,New / Occasional,Santhosh Natarajan 959,Flexitarian,Chennai
860,27,13,7591.3,1,New / Occasional,Swetha Mudaliar 960,Flexitarian,Chennai
861,11,10,5066.82,1,New / Occasional,Aravind Kumar 961,Flexitarian,Chennai
862,45,8,3084.4,1,New / Occasional,Priya Swaminathan 962,Flexitarian,Chennai
863,92,4,1974.25,1,New / Occasional,Karthik Babu 963,Flexitarian,Chennai
864,11,5,2175.7,1,New / Occasional,Deepa Natarajan 964,Flexitarian,Chennai
865,50,10,4166.9,1,New / Occasional,Siddharth Mudaliar 965,Flexitarian,Chennai
866,225,3,1532.7,0,At Risk / Churning,Bhavana Kumar 966,Flexitarian,Chennai
867,66,3,1498.62,1,New / Occasional,Ramesh Swaminathan 967,Flexitarian,Chennai
868,335,1,258.0,0,At Risk / Churning,Lakshmi Babu 968,Pure Veg,Chennai
869,6,58,23722.92,3,Steady Regulars,Vijay Natarajan 969,Flexitarian,Chennai
870,16,19,7876.44,1,New / Occasional,Ananya Mudaliar 970,Flexitarian,Chennai
871,85,7,3474.7,1,New / Occasional,Suresh Kumar 971,Pure Veg,Chennai
872,34,14,6374.53,1,New / Occasional,Divya Swaminathan 972,Flexitarian,Chennai
873,275,1,499.8,0,At Risk / Churning,Ganesh Babu 973,Non-Veg Enthusiast,Chennai
874,25,4,1528.4,1,New / Occasional,Meena Natarajan 974,Flexitarian,Chennai
875,26,10,4147.1,1,New / Occasional,Rajesh Mudaliar 975,Flexitarian,Chennai
876,76,9,3875.1,1,New / Occasional,Kavitha Kumar 976,Flexitarian,Chennai
877,51,18,7435.3,1,New / Occasional,Venkatesh Swaminathan 977,Flexitarian,Chennai
878,5,28,13812.73,3,Steady Regulars,Nandhini Babu 978,Flexitarian,Chennai
879,74,19,9035.96,1,New / Occasional,Santhosh Natarajan 979,Flexitarian,Chennai
880,16,5,3185.1,1,New / Occasional,Swetha Mudaliar 980,Flexitarian,Chennai
881,4,12,6648.3,1,New / Occasional,Aravind Kumar 981,Flexitarian,Chennai
882,152,10,5949.0,0,At Risk / Churning,Priya Swaminathan 982,Flexitarian,Chennai
883,249,1,531.0,0,At Risk / Churning,Karthik Babu 983,Flexitarian,Chennai
884,80,5,2696.6,1,New / Occasional,Deepa Natarajan 984,Flexitarian,Chennai
885,230,3,1039.3,0,At Risk / Churning,Siddharth Mudaliar 985,Pure Veg,Chennai
886,192,1,578.06,0,At Risk / Churning,Bhavana Kumar 986,Flexitarian,Chennai
887,68,4,1786.05,1,New / Occasional,Ramesh Swaminathan 987,Flexitarian,Chennai
888,94,3,1494.64,1,New / Occasional,Lakshmi Babu 988,Flexitarian,Chennai
889,121,3,775.0,1,New / Occasional,Vijay Natarajan 989,Flexitarian,Chennai
890,65,3,1532.7,1,New / Occasional,Ananya Mudaliar 990,Flexitarian,Chennai
891,18,9,5201.75,1,New / Occasional,Suresh Kumar 991,Flexitarian,Chennai
892,34,2,722.0,1,New / Occasional,Divya Swaminathan 992,Pure Veg,Chennai
893,181,5,2328.3,0,At Risk / Churning,Ganesh Babu 993,Flexitarian,Chennai
894,23,13,5555.25,1,New / Occasional,Meena Natarajan 994,Flexitarian,Chennai
895,138,3,1130.07,0,At Risk / Churning,Rajesh Mudaliar 995,Pure Veg,Chennai
896,10,9,2551.15,1,New / Occasional,Kavitha Kumar 996,Flexitarian,Chennai
897,213,1,275.0,0,At Risk / Churning,Venkatesh Swaminathan 997,Pure Veg,Chennai
898,88,11,5474.4,1,New / Occasional,Nandhini Babu 998,Flexitarian,Chennai
899,114,1,626.4,1,New / Occasional,Santhosh Natarajan 999,Flexitarian,Chennai
900,3,17,11520.31,1,New / Occasional,Swetha Mudaliar 1000,Flexitarian,Chennai
901,16,11,6176.74,1,New / Occasional,Aravind Kumar 1001,Flexitarian,Chennai
902,2,131,59421.18,3,Steady Regulars,Priya Swaminathan 1002,Flexitarian,Chennai
903,139,3,1531.0,0,At Risk / Churning,Karthik Babu 1003,Flexitarian,Chennai
904,34,10,5096.0,1,New / Occasional,Deepa Natarajan 1004,Flexitarian,Chennai
905,6,3,1536.5,1,New / Occasional,Siddharth Mudaliar 1005,Flexitarian,Chennai
906,5,3,915.5,1,New / Occasional,Bhavana Kumar 1006,Flexitarian,Chennai
907,19,2,1128.4,1,New / Occasional,Ramesh Swaminathan 1007,Flexitarian,Chennai
908,16,17,8575.82,1,New / Occasional,Lakshmi Babu 1008,Flexitarian,Chennai
909,17,41,20707.24,3,Steady Regulars,Vijay Natarajan 1009,Flexitarian,Chennai
910,346,1,435.6,0,At Risk / Churning,Ananya Mudaliar 1010,Pure Veg,Chennai
911,128,5,2158.82,1,New / Occasional,Suresh Kumar 1011,Flexitarian,Chennai
912,22,5,2738.7,1,New / Occasional,Divya Swaminathan 1012,Flexitarian,Chennai
913,14,6,2039.0,1,New / Occasional,Ganesh Babu 1013,Flexitarian,Chennai
914,306,1,360.0,0,At Risk / Churning,Meena Natarajan 1014,Pure Veg,Chennai
915,81,1,957.6,1,New / Occasional,Rajesh Mudaliar 1015,Flexitarian,Chennai
916,79,2,874.39,1,New / Occasional,Kavitha Kumar 1016,Flexitarian,Chennai
917,4,51,25561.07,3,Steady Regulars,Venkatesh Swaminathan 1017,Flexitarian,Chennai
918,6,3,2448.3,1,New / Occasional,Nandhini Babu 1018,Flexitarian,Chennai
919,111,6,2679.4,1,New / Occasional,Santhosh Natarajan 1019,Flexitarian,Chennai
920,8,4,1409.0,1,New / Occasional,Swetha Mudaliar 1020,Flexitarian,Chennai
921,3,20,11654.27,1,New / Occasional,Aravind Kumar 1021,Flexitarian,Chennai
922,98,4,2016.44,1,New / Occasional,Priya Swaminathan 1022,Flexitarian,Chennai
923,272,1,838.1,0,At Risk / Churning,Karthik Babu 1023,Pure Veg,Chennai
924,143,3,1399.0,0,At Risk / Churning,Deepa Natarajan 1024,Pure Veg,Chennai
925,27,19,8593.65,1,New / Occasional,Siddharth Mudaliar 1025,Flexitarian,Chennai
926,7,24,11402.49,1,New / Occasional,Bhavana Kumar 1026,Flexitarian,Chennai
927,67,1,445.5,1,New / Occasional,Ramesh Swaminathan 1027,Flexitarian,Chennai
928,55,3,982.5,1,New / Occasional,Lakshmi Babu 1028,Flexitarian,Chennai
929,245,2,1031.4,0,At Risk / Churning,Vijay Natarajan 1029,Pure Veg,Chennai
930,12,59,28806.01,3,Steady Regulars,Ananya Mudaliar 1030,Flexitarian,Chennai
931,203,2,800.64,0,At Risk / Churning,Suresh Kumar 1031,Flexitarian,Chennai
932,72,14,6000.43,1,New / Occasional,Divya Swaminathan 1032,Flexitarian,Chennai
933,68,3,1155.28,1,New / Occasional,Ganesh Babu 1033,Flexitarian,Chennai
934,65,5,2511.11,1,New / Occasional,Meena Natarajan 1034,Flexitarian,Chennai
935,141,4,1222.27,0,At Risk / Churning,Rajesh Mudaliar 1035,Flexitarian,Chennai
936,220,1,260.0,0,At Risk / Churning,Kavitha Kumar 1036,Flexitarian,Chennai
937,257,2,521.5,0,At Risk / Churning,Venkatesh Swaminathan 1037,Non-Veg Enthusiast,Chennai
